x y color
0.107595 0.143403 1
0.0885151 0.156939 1
0.0761158 0.164307 1
0.0579365 0.172513 1
0.117973 0.139745 1
0.0894859 0.160526 1
0.103715 0.152812 1
0.0955096 0.159122 1
0.0652357 0.174704 1
0.0444469 0.18204 1
0.0134434 0.187808 1
0.0712374 0.175265 1
0.0813679 0.171795 1
0.064845 0.179646 1
0.102097 0.162477 1
0.108311 0.159492 1
0.0262932 0.191901 1
0.0717018 0.180903 1
0.0952768 0.170707 1
0.0174383 0.195621 1
0.137771 0.141228 1
0.0540409 0.190688 1
0.0888596 0.17817 1
0.0174006 0.199242 1
0.0791682 0.184644 1
0.0798956 0.185312 1
0.124974 0.159593 1
0.10595 0.173865 1
0.0541055 0.197217 1
0.111435 0.172551 1
0.0964299 0.182383 1
0.0879713 0.187606 1
0.0514475 0.201649 1
-0.021003 0.207951 1
0.128394 0.166064 1
0.117868 0.174781 1
0.0442963 0.207026 1
0.00360328 0.212582 1
0.105817 0.185447 1
0.0656475 0.204117 1
0.0848217 0.197904 1
0.150189 0.15554 1
0.113947 0.184813 1
0.101703 0.192843 1
0.13427 0.172908 1
0.168031 0.141726 1
0.0640512 0.211223 1
0.117623 0.187832 1
0.127898 0.182095 1
0.116668 0.190543 1
0.184107 0.128164 1
0.137327 0.178515 1
0.135174 0.181276 1
0.113737 0.196482 1
0.0827168 0.212389 1
0.0820733 0.213604 1
0.124661 0.192965 1
0.0720023 0.219103 1
0.122614 0.196399 1
0.0720905 0.22097 1
0.0774936 0.220089 1
0.0647446 0.225108 1
0.101905 0.211905 1
0.144541 0.186604 1
0.150929 0.182646 1
0.118876 0.205999 1
0.176643 0.160603 1
0.153694 0.183862 1
0.142357 0.193892 1
0.152557 0.187137 1
0.158459 0.183359 1
0.119667 0.211771 1
0.126739 0.208671 1
0.113462 0.217194 1
0.149099 0.195599 1
0.140856 0.202714 1
0.141285 0.203513 1
0.173638 0.177977 1
0.192745 0.158507 1
0.155449 0.19637 1
0.22258 0.116771 1
0.20236 0.150604 1
0.146476 0.206474 1
0.130704 0.217853 1
0.14718 0.208183 1
0.229985 0.112113 1
0.19122 0.171344 1
0.153342 0.20706 1
0.137942 0.218688 1
0.140684 0.218007 1
0.226277 0.128788 1
0.10177 0.240625 1
0.101284 0.241807 1
0.131505 0.227835 1
0.188993 0.184278 1
0.139357 0.22524 1
0.187673 0.188176 1
0.175639 0.200654 1
0.15693 0.216715 1
0.17975 0.199412 1
0.243373 0.115454 1
0.223078 0.152586 1
0.202765 0.180056 1
0.125987 0.241144 1
0.124338 0.243011 1
0.172394 0.212808 1
0.178971 0.208496 1
0.247674 0.121057 1
0.173263 0.21558 1
0.158921 0.22746 1
0.16241 0.226092 1
0.188531 0.206041 1
0.207814 0.187921 1
0.203719 0.193662 1
0.22803 0.16588 1
0.171133 0.225247 1
0.208529 0.192481 1
0.156354 0.237905 1
0.141877 0.247851 1
0.147677 0.245491 1
0.198174 0.208131 1
0.117678 0.263177 1
0.209752 0.199084 1
0.242664 0.158954 1
0.205231 0.206291 1
0.165775 0.240249 1
0.195761 0.217728 1
0.265956 0.124593 1
0.253543 0.150006 1
0.200927 0.21667 1
0.28296 0.0882302 1
0.251713 0.158196 1
0.224634 0.196117 1
0.280701 0.103283 1
0.291213 0.0720777 1
0.236411 0.186148 1
0.144512 0.264954 1
0.187961 0.237275 1
0.12468 0.276821 1
0.247432 0.177483 1
0.226873 0.204453 1
0.250247 0.176635 1
0.229917 0.20375 1
0.238096 0.195553 1
0.284492 0.120627 1
0.266631 0.157961 1
0.177162 0.255376 1
0.288362 0.118371 1
0.262064 0.170438 1
0.278146 0.144656 1
0.263427 0.171647 1
0.269765 0.163251 1
0.255064 0.18691 1
0.253809 0.190117 1
0.285119 0.140864 1
0.192431 0.254322 1
0.23766 0.214015 1
0.263607 0.182683 1
0.273385 0.169414 1
0.266087 0.182259 1
0.264385 0.186287 1
0.274561 0.172634 1
0.210162 0.2482 1
0.238709 0.222207 1
0.19479 0.262685 1
0.250085 0.212118 1
0.234481 0.230537 1
0.323854 0.0619681 1
0.27256 0.187156 1
0.289187 0.162124 1
0.275863 0.185502 1
0.197284 0.268682 1
0.30423 0.138406 1
0.309336 0.128944 1
0.306694 0.137329 1
0.324784 0.089675 1
0.322775 0.0997526 1
0.303319 0.150803 1
0.297462 0.163926 1
0.274183 0.201969 1
0.279279 0.196432 1
0.298943 0.166826 1
0.294488 0.176331 1
0.329144 0.100495 1
0.283573 0.196577 1
0.215865 0.270335 1
0.235874 0.254296 1
0.303098 0.17047 1
0.333352 0.102138 1
0.283369 0.204663 1
0.305209 0.17223 1
0.327812 0.12644 1
0.328053 0.128307 1
0.353141 -0.00287828 1
0.343976 0.0838738 1
0.313949 0.165617 1
0.326184 0.142259 1
0.290273 0.207405 1
0.353568 0.0539305 1
0.312451 0.175893 1
0.249393 0.258871 1
0.35687 0.0500338 1
0.344067 0.110124 1
0.348613 0.0981333 1
0.358341 0.0583648 1
0.36389 -0.00735709 1
0.34851 0.108016 1
0.361344 0.0567006 1
0.363645 0.0469782 1
0.326272 0.16927 1
0.350379 0.114033 1
0.31499 0.192911 1
0.356222 0.101024 1
0.336571 0.156486 1
0.320531 0.188937 1
0.322615 0.187158 1
0.33278 0.170408 1
0.342164 0.152906 1
0.359119 0.110298 1
0.326743 0.187214 1
0.365512 0.0942886 1
0.345145 0.155064 1
0.372832 0.0696358 1
0.372821 0.0744406 1
0.347237 0.157001 1
0.369603 0.0964548 1
0.364423 0.117452 1
0.383441 -0.0162197 1
0.378951 0.0661721 1
0.342546 0.177026 1
0.330736 0.199964 1
0.373629 0.102324 1
0.352378 0.163088 1
0.388905 0.0148748 1
0.382568 0.0762344 1
0.366942 0.135008 1
0.354504 0.167052 1
0.365193 0.144639 1
0.344407 0.190732 1
0.36462 0.150855 1
0.345912 0.191734 1
0.39099 0.0652472 1
0.358754 0.170707 1
0.386543 0.0956379 1
0.398908 0.0123338 1
0.38187 0.119059 1
0.390393 0.0911861 1
0.383039 0.12135 1
0.3822 0.126856 1
0.400691 0.0483991 1
0.357561 0.189141 1
0.382349 0.134768 1
0.393531 0.101083 1
0.400364 0.0743375 1
0.384741 0.136114 1
0.387968 0.129495 1
0.388098 0.131933 1
0.410721 -0.00860226 1
0.411712 -9.96215e-06 1
0.404933 0.0792341 1
0.413273 -0.0141073 1
0.412855 -0.035917 1
0.366233 0.195858 1
0.412789 -0.0533006 1
0.354794 0.219335 1
0.39652 0.132328 1
0.400124 0.12407 1
0.407623 0.100458 1
0.384464 0.170861 1
0.419954 0.0374573 1
0.421677 0.0267122 1
0.409813 -0.106495 1
0.396524 0.151062 1
0.42212 0.051292 1
0.417919 0.0832276 1
0.391817 0.169799 1
0.424355 -0.0551849 1
0.4265 0.044635 1
0.429668 0.00729224 1
0.428723 -0.040489 1
0.418445 0.105466 1
0.432218 0.0136041 1
0.421265 0.101557 1
0.434144 -0.00885428 1
0.434231 -0.0280309 1
0.427053 0.0880518 1
0.434094 -0.0497613 1
0.437765 -0.00798218 1
0.420826 -0.124086 1
0.42703 0.10454 1
0.440251 0.015983 1
0.437526 0.0586645 1
0.416663 0.148522 1
0.439569 0.0569495 1
0.427819 0.11931 1
0.445025 -0.00419542 1
0.439399 0.0761345 1
0.437964 0.0886561 1
0.447704 -0.00626675 1
0.442838 -0.0719741 1
0.449221 0.0171712 1
0.445745 0.0649366 1
0.442436 0.0892663 1
0.451844 0.0192071 1
0.448883 0.0620598 1
0.45401 0.00628985 1
0.454625 0.0173258 1
0.431328 0.147517 1
0.455981 -0.026606 1
0.424445 -0.171163 1
0.445062 -0.110436 1
0.450824 -0.0886591 1
0.459392 0.0298481 1
0.446587 0.115421 1
0.429191 0.171433 1
0.460121 -0.0521194 1
0.434713 -0.162132 1
0.462258 0.0491599 1
0.463421 0.0466728 1
0.464096 -0.0489107 1
0.463107 -0.0644338 1
0.467578 0.0288652 1
0.46132 -0.0865531 1
0.469876 -0.0192437 1
0.469726 -0.0368712 1
0.463805 -0.0879614 1
0.459459 -0.112256 1
0.452702 -0.140063 1
0.461254 0.112497 1
0.475455 -0.0144993 1
0.447112 0.164972 1
0.466627 -0.101211 1
0.472011 -0.0777927 1
0.478527 0.0268408 1
0.478224 -0.0433014 1
0.445272 -0.182131 1
0.481902 -0.00878578 1
0.469457 -0.113074 1
0.478565 -0.0708706 1
0.484053 -0.0247281 1
0.481917 -0.0595765 1
0.46237 -0.15127 1
0.485846 -0.0387287 1
0.477793 -0.100693 1
0.481877 -0.0842638 1
0.481849 -0.0894996 1
0.490174 0.0283129 1
0.480176 0.106718 1
0.475821 -0.128216 1
0.406601 -0.280016 1
0.457223 -0.188602 1
0.478189 -0.129813 1
0.476014 0.140785 1
0.482974 -0.118493 1
0.496626 -0.0395505 1
0.476785 -0.147565 1
0.446938 -0.224157 1
0.500416 0.0220313 1
0.497551 -0.065179 1
0.452766 -0.218434 1
0.499788 -0.061872 1
0.38318 -0.328174 1
0.505031 -0.019463 1
0.443534 -0.24418 1
0.446948 -0.239785 1
0.487501 -0.143236 1
0.507239 -0.0424111 1
0.508134 -0.0425207 1
0.494495 -0.128072 1
0.511386 0.0182608 1
0.508998 -0.0607703 1
0.513512 0.00109441 1
0.513999 0.0206607 1
0.50261 -0.113722 1
0.506807 -0.0981117 1
0.517117 0.00026554 1
0.516704 -0.0368795 1
0.492241 -0.164242 1
0.476819 -0.207017 1
0.456954 -0.249687 1
0.521404 -0.0150789 1
0.514402 -0.091763 1
0.513044 -0.103718 1
0.513484 -0.106067 1
0.523413 -0.0435943 1
0.500974 -0.160728 1
0.475727 -0.226806 1
0.47681 -0.226627 1
0.483745 -0.21366 1
0.529198 -0.0237215 1
0.5066 -0.157877 1
0.508152 -0.155907 1
0.525637 -0.084794 1
0.512119 -0.148925 1
0.494025 -0.203335 1
0.432036 -0.315776 1
0.535711 -0.0186786 1
0.493776 -0.210918 1
0.393085 -0.367088 1
0.506205 -0.18438 1
0.47715 -0.252069 1
0.485784 -0.237061 1
0.473034 -0.263434 1
0.484983 -0.242748 1
0.469964 -0.272483 1
0.519974 -0.160375 1
0.469556 -0.276751 1
0.435539 -0.329185 1
0.545562 0.0374643 1
0.529084 -0.141765 1
0.525199 -0.158685 1
0.532597 -0.135443 1
0.546905 -0.0623757 1
0.499521 -0.233382 1
0.467264 -0.294359 1
0.545993 -0.0887158 1
0.438735 -0.33836 1
0.460376 -0.309886 1
0.358853 -0.4245 1
0.528342 -0.175592 1
0.520469 -0.200236 1
0.478962 -0.287372 1
0.546785 -0.118413 1
0.502971 -0.247031 1
0.292115 -0.479253 1
0.405558 -0.389292 1
0.472314 -0.306528 1
0.430801 -0.363959 1
0.537072 -0.175001 1
0.381076 -0.418177 1
0.363578 -0.434652 1
0.542835 -0.16572 1
0.487301 -0.292736 1
0.344561 -0.453276 1
0.549176 -0.153669 1
0.311635 -0.478665 1
0.46027 -0.339732 1
0.5377 -0.19793 1
0.457594 -0.346322 1
0.501716 -0.280442 1
0.515438 -0.256371 1
0.459223 -0.348647 1
0.387927 -0.427777 1
0.482994 -0.318179 1
0.459116 -0.353238 1
0.549813 -0.185241 1
0.579932 0.0365305 1
0.486406 -0.319551 1
0.225825 -0.53736 1
0.371414 -0.450395 1
0.49663 -0.30857 1
0.530841 -0.247221 1
0.404431 -0.424737 1
0.547846 -0.211868 1
0.586158 -0.0500216 1
0.544573 -0.224909 1
0.540833 -0.236021 1
0.438596 -0.39611 1
0.543878 -0.233522 1
0.482189 -0.344815 1
0.527053 -0.273289 1
0.456711 -0.380733 1
0.466709 -0.369861 1
0.443354 -0.398906 1
0.523175 -0.288187 1
0.246712 -0.544954 1
0.44966 -0.395886 1
0.456096 -0.389842 1
0.377084 -0.467856 1
0.553521 -0.236178 1
0.565306 -0.208996 1
0.570667 -0.196664 1
0.523018 -0.303113 1
0.500754 -0.340237 1
0.403666 -0.452394 1
0.479457 -0.372588 1
0.464725 -0.392207 1
0.539862 -0.281853 1
0.47172 -0.386614 1
0.566975 -0.22722 1
0.464082 -0.398521 1
0.375967 -0.483677 1
0.444645 -0.422717 1
0.562625 -0.246896 1
0.475231 -0.390856 1
0.362775 -0.498113 1
0.477648 -0.39075 1
0.411242 -0.461331 1
0.434715 -0.440549 1
0.415165 -0.460233 1
0.393304 -0.480215 1
0.504351 -0.363378 1
0.54341 -0.303709 1
0.357942 -0.510425 1
0.542771 -0.308514 1
0.464814 -0.418156 1
0.34192 -0.524523 1
0.417835 -0.467522 1
0.447983 -0.440006 1
0.340802 -0.528469 1
0.185186 -0.601885 1
0.491246 -0.39544 1
0.444742 -0.448371 1
0.541225 -0.327179 1
0.489325 -0.402085 1
0.356153 -0.524793 1
0.399476 -0.493776 1
0.542486 -0.332041 1
0.490216 -0.406666 1
0.361346 -0.525611 1
0.401889 -0.49646 1
0.486065 -0.415788 1
0.529617 -0.360276 1
0.437249 -0.469319 1
0.292381 -0.571942 1
0.38851 -0.512661 1
0.454383 -0.456572 1
0.269646 -0.585981 1
0.27027 -0.586686 1
0.409674 -0.500578 1
0.34041 -0.551088 1
0.501259 -0.411686 1
0.328459 -0.560383 1
0.373784 -0.532326 1
0.213581 -0.615339 1
0.454583 -0.467747 1
0.375015 -0.534765 1
0.302096 -0.580108 1
0.55562 -0.346774 1
0.224011 -0.616414 1
0.395584 -0.524254 1
0.471831 -0.458136 1
0.186876 -0.631488 1
0.427349 -0.502255 1
0.451011 -0.482353 1
0.290214 -0.594174 1
0.429341 -0.504108 1
0.393897 -0.533383 1
0.219055 -0.626788 1
0.365396 -0.555456 1
0.478263 -0.463151 1
0.566968 -0.350701 1
0.32945 -0.580611 1
0.382476 -0.548236 1
0.485589 -0.460716 1
0.299533 -0.599618 1
0.46832 -0.480778 1
0.55773 -0.374991 1
0.291702 -0.606467 1
0.357104 -0.571474 1
0.250929 -0.626383 1
0.376052 -0.561358 1
0.415512 -0.533953 1
0.605005 -0.304869 1
0.326935 -0.594399 1
0.444537 -0.513622 1
0.347783 -0.584544 1
0.171029 -0.659258 1
0.465053 -0.498823 1
0.415961 -0.541576 1
0.365177 -0.578106 1
0.398183 -0.556995 1
0.359466 -0.583791 1
0.139232 -0.672219 1
0.425571 -0.539806 1
0.421381 -0.544223 1
0.500448 -0.47385 1
0.327729 -0.607304 1
0.349812 -0.595903 1
0.389316 -0.571968 1
0.23585 -0.651411 1
0.377807 -0.581784 1
0.323634 -0.614591 1
0.368412 -0.589904 1
0.402917 -0.568002 1
0.356643 -0.59919 1
0.254121 -0.65031 1
0.250197 -0.652795 1
0.500294 -0.489598 1
0.392423 -0.580746 1
0.396844 -0.578827 1
0.434896 -0.551957 1
0.458934 -0.533327 1
0.15066 -0.688206 1
0.22572 -0.668317 1
0.230652 -0.667584 1
0.476461 -0.522615 1
0.44157 -0.553564 1
0.365225 -0.607704 1
0.251666 -0.663805 1
0.378023 -0.601956 1
0.0151746 -0.71155 1
0.355383 -0.617673 1
0.189806 -0.687805 1
0.144869 -0.699572 1
0.346576 -0.625748 1
0.216188 -0.682809 1
0.316672 -0.64341 1
0.287908 -0.657768 1
0.158327 -0.701268 1
0.343941 -0.632333 1
0.120044 -0.710653 1
0.133906 -0.709089 1
0.519957 -0.501681 1
0.217458 -0.689966 1
0.371132 -0.622019 1
0.312614 -0.654388 1
0.455601 -0.565409 1
0.153974 -0.710535 1
0.409665 -0.601709 1
0.152695 -0.712654 1
0.101293 -0.722665 1
0.167468 -0.711179 1
0.221125 -0.697311 1
0.202805 -0.703795 1
0.407639 -0.609596 1
0.303173 -0.66872 1
0.0705645 -0.731741 1
0.0892672 -0.730603 1
0.191903 -0.711512 1
0.448139 -0.586153 1
0.141705 -0.72502 1
0.346526 -0.653442 1
0.167104 -0.721441 1
0.0552863 -0.739377 1
0.508578 -0.540759 1
0.152781 -0.727371 1
0.123286 -0.73386 1
0.147856 -0.730226 1
0.0368979 -0.745033 1
0.044263 -0.745534 1
0.0893821 -0.742386 1
0.165629 -0.730097 1
0.0470336 -0.748072 1
0.47063 -0.584536 1
0.0991151 -0.744785 1
0.251503 -0.708964 1
0.184594 -0.730181 1
0.103503 -0.746917 1
0.164331 -0.736853 1
0.0419687 -0.75469 1
0.219534 -0.724214 1
0.404427 -0.64069 1
0.204399 -0.730501 1
0.272935 -0.708721 1
-0.189506 -0.736366 1
0.269161 -0.712089 1
0.0859362 -0.757302 1
0.206892 -0.73448 1
0.354038 -0.676977 1
0.0407809 -0.763777 1
0.0694539 -0.76261 1
-0.176658 -0.746036 1
-0.0915531 -0.762088 1
0.261388 -0.722648 1
0.163154 -0.751871 1
0.187485 -0.747105 1
0.246195 -0.730817 1
0.0839724 -0.767492 1
0.201546 -0.746235 1
-0.137904 -0.761488 1
0.00701297 -0.774743 1
0.125222 -0.765501 1
0.0749265 -0.772954 1
0.154019 -0.762069 1
0.210242 -0.749447 1
-0.0543958 -0.777378 1
0.129043 -0.769434 1
0.218047 -0.750029 1
0.112543 -0.773841 1
-0.036245 -0.782043 1
-0.041927 -0.782662 1
-0.158708 -0.768467 1
0.0999654 -0.779199 1
-0.0970454 -0.780476 1
0.23127 -0.752657 1
0.245712 -0.749016 1
0.105647 -0.782086 1
0.0259294 -0.789664 1
-0.255006 -0.748758 1
-0.12917 -0.781286 1
0.164084 -0.775627 1
-0.0837912 -0.789258 1
0.0902853 -0.789449 1
0.235202 -0.75993 1
-0.0289558 -0.79587 1
-0.146143 -0.783789 1
0.0198466 -0.797951 1
0.192505 -0.775565 1
-0.0920117 -0.794691 1
0.11067 -0.793218 1
0.0302602 -0.801231 1
0.145874 -0.789337 1
0.0042153 -0.803593 1
-0.0139876 -0.804383 1
-0.0960082 -0.799663 1
0.0266577 -0.805866 1
-0.0524339 -0.805502 1
0.0220625 -0.807807 1
-0.216629 -0.779466 1
-0.0612401 -0.807591 1
-0.0478383 -0.809398 1
-0.0928661 -0.806382 1
0.107416 -0.805482 1
-0.0453964 -0.812246 1
-0.00019668 -0.814414 1
-0.100758 -0.809065 1
0.0527931 -0.814507 1
0.168479 -0.799559 1
0.115317 -0.809849 1
0.228429 -0.786415 1
0.0525833 -0.818132 1
-0.0943939 -0.815274 1
0.0816456 -0.817555 1
-0.116122 -0.814284 1
0.0456182 -0.822159 1
0.0857963 -0.819847 1
-0.0649703 -0.822664 1
-0.122434 -0.817003 1
-0.0996408 -0.821003 1
-0.232736 -0.794543 1
0.0857517 -0.824381 1
-0.195608 -0.806343 1
-0.130527 -0.820311 1
0.145651 -0.818676 1
0.227878 -0.800634 1
0.0772819 -0.829742 1
0.110449 -0.82689 1
-0.00403087 -0.835125 1
0.0153103 -0.835896 1
0.0492208 -0.835488 1
-0.329325 -0.770401 1
0.167773 -0.821788 1
-0.00169051 -0.839638 1
0.0968867 -0.834938 1
0.134259 -0.830661 1
-0.0898867 -0.837533 1
0.18817 -0.82198 1
-0.0791709 -0.840423 1
-0.0301459 -0.844507 1
0.0423986 -0.844883 1
-0.237512 -0.812858 1
-0.0569464 -0.845833 1
-0.145031 -0.836164 1
-0.49323 -0.691707 1
-0.361621 -0.769738 1
-0.156552 -0.836834 1
-0.109203 -0.845227 1
-0.188898 -0.831978 1
-0.262698 -0.812649 1
-0.0445604 -0.853793 1
-0.0190563 -0.855644 1
-0.247342 -0.820277 1
-0.0256076 -0.857275 1
-0.101209 -0.852572 1
-0.36562 -0.777813 1
-0.218505 -0.832151 1
-0.0766217 -0.857846 1
-0.27362 -0.817591 1
-0.0813964 -0.859216 1
-0.274593 -0.819166 1
-0.556784 -0.661802 1
-0.176489 -0.847586 1
-0.506581 -0.703197 1
-0.234918 -0.835157 1
-0.461385 -0.735773 1
-0.174806 -0.851614 1
-0.188161 -0.849686 1
-0.120025 -0.862863 1
-0.340747 -0.802746 1
-0.224841 -0.843521 1
-0.521975 -0.700855 1
-0.441234 -0.755343 1
-0.245234 -0.840635 1
-0.340269 -0.807839 1
-0.472538 -0.739375 1
0.0824984 -0.874496 1
-0.354418 -0.804686 1
-0.0307807 -0.879642 1
-0.336109 -0.814454 1
-0.158768 -0.867574 1
-0.481948 -0.739735 1
-0.45058 -0.760297 1
-0.566481 -0.679534 1
-0.0198924 -0.885362 1
-0.387016 -0.797544 1
-0.326524 -0.825129 1
-0.297503 -0.836988 1
-0.331207 -0.825202 1
-0.019209 -0.889883 1
-0.32559 -0.829371 1
-0.0308941 -0.891357 1
-0.0777612 -0.8894 1
-0.484629 -0.750882 1
-0.360689 -0.818659 1
-0.156657 -0.881686 1
-0.232278 -0.865779 1
-0.338087 -0.831168 1
-0.473127 -0.763486 1
-0.425369 -0.792111 1
-0.222421 -0.872083 1
-0.307475 -0.846807 1
-0.485713 -0.759822 1
-0.559358 -0.708513 1
-0.648786 -0.628948 1
-0.424347 -0.798785 1
-0.478134 -0.768861 1
-0.24832 -0.871624 1
-0.444913 -0.790619 1
-0.186953 -0.888656 1
-0.230458 -0.87931 1
-0.371182 -0.830759 1
-0.480826 -0.773552 1
-0.532763 -0.739852 1
-0.426328 -0.806911 1
-0.678791 -0.61135 1
-0.335105 -0.850799 1
-0.258704 -0.877995 1
-0.599752 -0.69264 1
-0.413568 -0.818575 1
-0.284253 -0.872902 1
-0.508664 -0.765293 1
-0.485943 -0.780979 1
-0.370641 -0.842824 1
-0.541947 -0.74544 1
-0.498533 -0.776217 1
-0.667624 -0.637957 1
-0.440291 -0.812723 1
-0.618625 -0.688 1
-0.719771 -0.582786 1
-0.37263 -0.848838 1
-0.314706 -0.872932 1
-0.640922 -0.672266 1
-0.662999 -0.651789 1
-0.386206 -0.84671 1
-0.576526 -0.731689 1
-0.161329 -0.91837 1
-0.421379 -0.832797 1
-0.51868 -0.777023 1
-0.626962 -0.693828 1
-0.568067 -0.743951 1
-0.416741 -0.839153 1
-0.334073 -0.876319 1
-0.498572 -0.795397 1
-0.585724 -0.734745 1
-0.390317 -0.855727 1
-0.582839 -0.739331 1
-0.424377 -0.841376 1
-0.358565 -0.872433 1
-0.566957 -0.754962 1
-0.778813 -0.535313 1
-0.621379 -0.713234 1
-0.554503 -0.767493 1
-0.653617 -0.686302 1
-0.349128 -0.882068 1
-0.358464 -0.879288 1
-0.568812 -0.761452 1
-0.535534 -0.786303 1
-0.288684 -0.907439 1
-0.717941 -0.626946 1
-0.600888 -0.741048 1
-0.400522 -0.866903 1
-0.681536 -0.670201 1
-0.568504 -0.769537 1
-0.692483 -0.661495 1
-0.428273 -0.857564 1
-0.71231 -0.642788 1
-0.584456 -0.762039 1
-0.517561 -0.810033 1
-0.650754 -0.708713 1
-0.356179 -0.894778 1
-0.41249 -0.871251 1
-0.559691 -0.785945 1
-0.528629 -0.808242 1
-0.638844 -0.725481 1
-0.533701 -0.807063 1
-0.6138 -0.74912 1
-0.663347 -0.706858 1
-0.619112 -0.747077 1
-0.804661 -0.543777 1
-0.70194 -0.672461 1
-0.824794 -0.516131 1
-0.788574 -0.571473 1
-0.660743 -0.716662 1
-0.693612 -0.686181 1
-0.410788 -0.885977 1
-0.756233 -0.619333 1
-0.587902 -0.782046 1
-0.64575 -0.736203 1
-0.687065 -0.699067 1
-0.745977 -0.637212 1
-0.767306 -0.612805 1
-0.708727 -0.681003 1
-0.680479 -0.710478 1
-0.798926 -0.575605 1
-0.439015 -0.882409 1
-0.700874 -0.694212 1
-0.466389 -0.870296 1
-0.872538 -0.464103 1
-0.483072 -0.863213 1
-0.640073 -0.755371 1
-0.80236 -0.58162 1
-0.794729 -0.593511 1
-0.904856 -0.408501 0
-0.850546 -0.513808 1
-0.731536 -0.673849 1
-0.732913 -0.673684 1
-0.473628 -0.876631 1
-0.831329 -0.550903 1
-0.948521 -0.310979 0
-0.581079 -0.81274 1
-0.623582 -0.781758 1
-0.0807307 -0.0590131 2
-0.0879226 -0.0495037 2
-0.0838576 -0.0577192 2
-0.0811 -0.063013 2
-0.0655384 -0.0802398 2
-0.0921523 -0.0492864 2
-0.0811538 -0.0672633 2
-0.0832571 -0.0661005 2
-0.0915952 -0.0557108 2
-0.0926112 -0.0557722 2
-0.0865969 -0.0662113 2
-0.0838659 -0.0710402 2
-0.0678935 -0.0875757 2
-0.0679254 -0.0886885 2
-0.108089 -0.0315985 2
-0.093085 -0.0649654 2
-0.0939014 -0.0653696 2
-0.0904238 -0.0715622 2
-0.107732 -0.0435881 2
-0.0961713 -0.0668393 2
-0.110338 -0.041879 2
-0.0886666 -0.0792461 2
-0.0765807 -0.0921531 2
-0.102448 -0.0638578 2
-0.097532 -0.0726589 2
-0.0774238 -0.0949596 2
-0.115422 -0.0437161 2
-0.0928003 -0.0827323 2
-0.102274 -0.0722596 2
-0.0874299 -0.0909055 2
-0.109114 -0.0650392 2
-0.108776 -0.0673308 2
-0.0849863 -0.0968204 2
-0.0980171 -0.084985 2
-0.0715475 -0.109295 2
-0.061074 -0.116493 2
-0.107863 -0.0768369 2
-0.13208 -0.0182414 2
-0.104574 -0.0841608 2
-0.116764 -0.0680265 2
-0.11465 -0.0732203 2
-0.124805 -0.0563514 2
-0.118105 -0.071066 2
-0.126732 -0.0564584 2
-0.128014 -0.0557829 2
-0.0900489 -0.107902 2
-0.109852 -0.0890968 2
-0.102336 -0.0989375 2
-0.113423 -0.087486 2
-0.116504 -0.0848791 2
-0.114409 -0.0891553 2
-0.0879536 -0.116466 2
-0.0967511 -0.110468 2
-0.10772 -0.101123 2
-0.121313 -0.0859039 2
-0.137174 -0.0595672 2
-0.113573 -0.0986735 2
